Requested Pick Up Time,# of Pass-engers,Pick Up Location,Drop Off Location,Cancellation Time,Pickup Time,Drop Off Time,Wait Time (min),Passenger Canceled?,Cancellation Message
2/25/19 22:09,1,Sandburg,"1829 East Kenwood Boulevard, Milwaukee, Wisconsin 53211, United States",,2/25/19 22:29,2/25/19 22:33,19,no,
2/25/19 22:13,1,"3031 North Farwell Avenue, Milwaukee, Wisconsin 53211, United States",Sandburg,,2/25/19 22:23,2/25/19 22:27,10,no,
2/25/19 22:13,1,Union South,"1824 East Park Place, Milwaukee, Wisconsin 53211, United States",,2/25/19 22:21,2/25/19 22:25,7,no,
2/25/19 22:13,1,NWQ,"3014 North Shepard Avenue, Milwaukee, Wisconsin 53211, United States",,2/25/19 22:26,2/25/19 22:32,12,no,
2/25/19 22:14,1,Noodles & Company,Sandburg,,2/25/19 22:31,2/25/19 22:35,17,no,
2/25/19 22:17,1,"2556 N Murray Ave, Milwaukee, WI 53211, USA",Oakland Gyros,2/25/19 22:18,,,,yes,It took too long to receive my ETA
2/25/19 22:18,1,Pick n Save,"2520 North Stowell Avenue, Milwaukee, Wisconsin 53211, United States",,2/25/19 22:50,2/25/19 22:55,32,no,
2/25/19 22:20,1,Union North,"1710 East Providence Avenue, Milwaukee, Wisconsin 53211, United States",,2/25/19 22:21,2/25/19 22:29,1,no,
2/25/19 22:21,1,Union North,"1154 E Singer Cr, Milwaukee, Wisconsin 53212, United States",,2/25/19 22:27,2/25/19 22:33,5,no,
2/25/19 22:21,1,"1830 East Kenwood Boulevard, Milwaukee, Wisconsin 53211, United States","2720 North Frederick Avenue, Milwaukee, Wisconsin 53211, United States",,2/25/19 22:36,2/25/19 22:39,14,no,
2/25/19 22:23,1,"905 East Pearson Street, Milwaukee, Wisconsin 53202, United States","3045 North Oakland Avenue, Milwaukee, Wisconsin 53211, United States",2/25/19 22:47,,,,no,No show
2/25/19 22:27,1,Arch Court,"2727 North Maryland Avenue, Milwaukee, Wisconsin 53211, United States",,2/25/19 22:31,2/25/19 22:39,3,no,
2/25/19 22:27,1,"Henry's Pub & Grille, 2523 E Belleview Pl, Milwaukee, Wisconsin, 53211, United States of America","2918 North Frederick Avenue, Milwaukee, Wisconsin 53211, United States",2/25/19 22:28,,,,yes,I'm not ready to go
2/25/19 22:28,2,Library,"2612 North Maryland Avenue, Milwaukee, Wisconsin 53211, United States",2/25/19 22:29,,,,yes,I'm not ready to go
2/25/19 22:31,3,Insomnia Cookes,Sandburg,2/25/19 22:35,,,,yes,I'm not ready to go
2/25/19 22:31,3,Klotsche,"3615 North Humboldt Boulevard, Milwaukee, Wisconsin 53212, United States",,2/25/19 22:45,2/25/19 22:59,14,no,
2/25/19 22:32,1,Library,"2570 North Maryland Avenue, Milwaukee, Wisconsin 53211, United States",,2/25/19 22:41,2/25/19 22:45,9,no,
2/25/19 22:32,1,Library,"2861 North Cramer Street, Milwaukee, Wisconsin 53211, United States",,2/25/19 22:44,2/25/19 22:47,11,no,
2/25/19 22:33,1,"4305 North Marlborough Drive, Milwaukee, Wisconsin 53211, United States","2974 North Cramer Street, Milwaukee, Wisconsin 53211, United States",2/25/19 22:43,,,,yes,I'm not ready to go
2/25/19 22:33,1,"2751 North Bremen Street, Milwaukee, Wisconsin 53212, United States","2949 North Frederick Avenue, Milwaukee, Wisconsin 53211, United States",,2/25/19 22:46,2/25/19 22:58,12,no,
2/25/19 22:34,1,EMS Parking,"2621 North Frederick Avenue, Milwaukee, Wisconsin 53211, United States",,2/25/19 22:45,2/25/19 22:50,11,no,
2/25/19 22:34,1,"3070 North Oakland Avenue, Milwaukee, Wisconsin 53211, United States","3400 North Maryland Avenue, Milwaukee, Wisconsin 53211, United States",,2/25/19 22:51,2/25/19 22:54,16,no,
2/25/19 22:39,1,"3035 North Maryland Avenue, Milwaukee, Wisconsin 53211, United States","1728 East Newport Avenue, Milwaukee, Wisconsin 53211, United States",,2/25/19 22:45,2/25/19 22:47,6,no,
2/25/19 22:46,1,Library,"3363 North Cramer Street, Milwaukee, Wisconsin 53211, United States",,2/25/19 22:52,2/25/19 22:55,6,no,
2/25/19 22:48,1,Kenilworth,"2421 North Booth Street, Milwaukee, Wisconsin 53212, United States",2/25/19 22:48,,,,yes,I'm not ready to go
2/25/19 22:48,1,"905 East Pearson Street, Milwaukee, Wisconsin 53202, United States","3045 North Oakland Avenue, Milwaukee, Wisconsin 53211, United States",,2/25/19 22:55,2/25/19 23:02,7,no,
2/25/19 22:48,1,Library,"1824 East Park Place, Milwaukee, Wisconsin 53211, United States",,2/25/19 22:52,2/25/19 22:55,4,no,
2/25/19 22:48,1,"1939 North Bartlett Avenue, Milwaukee, Wisconsin 53202, United States","UWM RiverView Residence Hall, 2340 N Commerce St, Milwaukee, Wisconsin, United States, 53212",,2/25/19 22:53,2/25/19 22:55,4,no,
2/25/19 22:49,1,Arch Court,"2564 North Murray Avenue, Milwaukee, Wisconsin 53211, United States",,2/25/19 22:51,2/25/19 22:54,2,no,
2/25/19 22:49,3,Insomnia Cookes,Sandburg,,2/25/19 23:04,2/25/19 23:08,15,no,
2/25/19 22:50,1,"3037 North Downer Avenue, Milwaukee, Wisconsin 53211, United States",Sandburg,2/25/19 22:50,,,,yes,I'm not ready to go
2/25/19 22:50,1,Klotsche,"1805 East Park Place, Milwaukee, Wisconsin 53211, United States",2/25/19 22:52,,,,yes,I'm not ready to go
2/25/19 22:53,2,"2727 N Maryland Ave, Milwaukee, WI 53211, USA","2227 N Farwell Ave, Milwaukee, WI 53202, USA",2/25/19 22:54,,,,yes,I'm not ready to go
2/25/19 22:54,1,"Downer Theater, 2589 N Downer Ave, Milwaukee, Wisconsin 53211, United States","3950 North Farwell Avenue, Milwaukee, Wisconsin 53211, United States",2/25/19 22:54,,,,yes,I'm not ready to go
2/25/19 22:55,1,Kenilworth,"2421 North Booth Street, Milwaukee, Wisconsin 53212, United States",,2/25/19 22:59,2/25/19 23:04,3,no,
2/25/19 22:56,1,"Henry's Pub & Grille, 2523 E Belleview Pl, Milwaukee, Wisconsin, 53211, United States of America","2918 North Frederick Avenue, Milwaukee, Wisconsin 53211, United States",,2/25/19 23:01,2/25/19 23:03,5,no,
2/25/19 22:56,1,Library,"2903 North Downer Avenue, Milwaukee, Wisconsin 53211, United States",,2/25/19 23:03,2/25/19 23:07,7,no,
2/25/19 22:56,1,EMS Parking,"2466 North Oakland Avenue, Milwaukee, Wisconsin 53211, United States",2/25/19 22:58,,,,yes,I'm not ready to go
2/25/19 22:57,2,"2727 N Maryland Ave, Milwaukee, WI 53211, USA","2021 E Ivanhoe Pl, Milwaukee, WI 53202, USA",,2/25/19 23:00,2/25/19 23:02,3,no,
2/25/19 22:57,2,Sandburg,"1824 East Park Place, Milwaukee, Wisconsin 53211, United States",2/25/19 22:58,,,,yes,I'm not ready to go
2/25/19 22:58,1,Arch Court,"2822 North 1st Street, Milwaukee, Wisconsin 53212, United States",,2/25/19 23:04,2/25/19 23:11,6,no,
2/25/19 22:59,1,"932 E Wright St, Milwaukee, WI 53212, USA","2853 N Booth St, Milwaukee, WI 53212, USA",2/25/19 22:59,,,,yes,I'm not ready to go
2/25/19 22:59,1,"3431 North Oakland Avenue, Milwaukee, Wisconsin 53211, United States","2842 North Oakland Avenue, Milwaukee, Wisconsin 53211, United States",,2/25/19 23:06,2/25/19 23:10,6,no,
2/25/19 23:00,1,"2857 North Stowell Avenue, Milwaukee, Wisconsin 53211, United States","1915 East Kenilworth Place, Milwaukee, Wisconsin 53202, United States",2/25/19 23:00,,,,yes,I'm not ready to go
2/25/19 23:00,1,EMS Parking,"2466 North Oakland Avenue, Milwaukee, Wisconsin 53211, United States",2/25/19 23:01,,,,yes,I'm not ready to go
2/25/19 23:00,2,Library,"2612 North Maryland Avenue, Milwaukee, Wisconsin 53211, United States",2/25/19 23:05,,,,no,No show
2/25/19 23:01,1,Englemann,"3575 North Oakland Avenue, Milwaukee, Wisconsin 53211, United States",,2/25/19 23:03,2/25/19 23:05,2,no,
2/25/19 23:03,1,Klotsche,"1805 East Park Place, Milwaukee, Wisconsin 53211, United States",,2/25/19 23:08,2/25/19 23:12,4,no,
2/25/19 23:04,1,Sandburg,"2545 North Frederick Avenue, Milwaukee, Wisconsin 53211, United States",,2/25/19 23:10,2/25/19 23:14,6,no,
2/25/19 23:08,1,"3024 North Cramer Street, Milwaukee, Wisconsin 53211, United States","3575 North Oakland Avenue, Milwaukee, Wisconsin 53211, United States",2/25/19 23:08,,,,yes,It took too long to receive my ETA
2/25/19 23:08,1,"1905 East Kenwood Boulevard, Milwaukee, Wisconsin 53211, United States","1800 East Capitol Drive, Milwaukee, Wisconsin 53211, United States",,2/25/19 23:10,2/25/19 23:13,2,no,
2/25/19 23:10,1,Blaze Pizza,"3228 North Bartlett Avenue, Milwaukee, Wisconsin 53211, United States",2/25/19 23:10,,,,yes,I'm not ready to go
2/25/19 23:10,1,"Downer Theater, 2589 N Downer Ave, Milwaukee, Wisconsin 53211, United States","3950 North Farwell Avenue, Milwaukee, Wisconsin 53211, United States",2/25/19 23:10,,,,yes,I'm not ready to go
2/25/19 23:10,1,Sandburg,"3046 North Stowell Avenue, Milwaukee, Wisconsin 53211, United States",2/25/19 23:11,,,,yes,I'm not ready to go
2/25/19 23:11,1,EMS Parking,"2466 North Oakland Avenue, Milwaukee, Wisconsin 53211, United States",2/25/19 23:11,,,,yes,I'm not ready to go
2/25/19 23:11,2,Sandburg,7-Eleven - Oakland,2/25/19 23:11,,,,yes,I'm not ready to go
2/25/19 23:12,1,Arch Court,"2759 North Bremen Street, Milwaukee, Wisconsin 53212, United States",2/25/19 23:12,,,,yes,I'm not ready to go
2/25/19 23:12,1,Cambridge Commons,"2822 North 1st Street, Milwaukee, Wisconsin 53212, United States",,2/25/19 23:16,2/25/19 23:23,4,no,
2/25/19 23:15,1,"2857 North Stowell Avenue, Milwaukee, Wisconsin 53211, United States","1915 East Kenilworth Place, Milwaukee, Wisconsin 53202, United States",,2/25/19 23:19,2/25/19 23:23,4,no,
2/25/19 23:15,1,"Downer Theater, 2589 N Downer Ave, Milwaukee, Wisconsin 53211, United States","3950 North Farwell Avenue, Milwaukee, Wisconsin 53211, United States",,2/25/19 23:19,2/25/19 23:26,3,no,
2/25/19 23:16,1,EMS Parking,"2466 North Oakland Avenue, Milwaukee, Wisconsin 53211, United States",,2/25/19 23:19,2/25/19 23:22,2,no,
2/25/19 23:17,1,"2714 North Oakland Avenue, Milwaukee, Wisconsin 53211, United States","1704 East Thomas Avenue, Milwaukee, Wisconsin 53211, United States",,2/25/19 23:22,2/25/19 23:23,5,no,
2/25/19 23:17,1,"3059 North Maryland Avenue, Milwaukee, Wisconsin 53211, United States","3819 North Oakland Avenue, Milwaukee, Wisconsin 53211, United States",2/25/19 23:22,,,,yes,I'm not ready to go
2/25/19 23:18,2,Sandburg,"1824 East Park Place, Milwaukee, Wisconsin 53211, United States",,2/25/19 23:21,2/25/19 23:24,3,no,
2/25/19 23:18,2,"3369 North Bartlett Avenue, Milwaukee, Wisconsin 53211, United States",Sandburg,2/25/19 23:18,,,,yes,Wait time is too long
2/25/19 23:19,1,Qdoba,Sandburg,2/25/19 23:19,,,,yes,Wait time is too long
2/25/19 23:20,1,"4305 North Marlborough Drive, Milwaukee, Wisconsin 53211, United States","2585 North Farwell Avenue, Milwaukee, Wisconsin 53211, United States",,2/25/19 23:30,2/25/19 23:37,10,no,
2/25/19 23:21,1,Sandburg,"3046 North Stowell Avenue, Milwaukee, Wisconsin 53211, United States",,2/25/19 23:27,2/25/19 23:31,5,no,
2/25/19 23:21,1,"3210 North Newhall Street, Milwaukee, Wisconsin 53211, United States","2924 North Frederick Avenue, Milwaukee, Wisconsin 53211, United States",,2/25/19 23:26,2/25/19 23:29,4,no,
2/25/19 23:23,1,Qdoba,Sandburg,,2/25/19 23:28,2/25/19 23:30,5,no,
2/25/19 23:23,1,"2936 North Maryland Avenue, Milwaukee, Wisconsin 53211, United States","3366 North Downer Avenue, Milwaukee, Wisconsin 53211, United States",,2/25/19 23:28,2/25/19 23:30,4,no,
2/25/19 23:24,1,NWQ,"3575 North Oakland Avenue, Milwaukee, Wisconsin 53211, United States",,2/25/19 23:29,2/25/19 23:34,4,no,
2/25/19 23:25,1,Sandburg,"3238 North Oakland Avenue, Milwaukee, Wisconsin 53211, United States",2/25/19 23:27,,,,yes,I'm not ready to go
2/25/19 23:25,1,"3059 North Maryland Avenue, Milwaukee, Wisconsin 53211, United States","3819 North Oakland Avenue, Milwaukee, Wisconsin 53211, United States",,2/25/19 23:30,2/25/19 23:33,5,no,
2/25/19 23:25,1,Sandburg,"2925 North Maryland Avenue, Milwaukee, Wisconsin 53211, United States",,2/25/19 23:26,2/25/19 23:29,1,no,
2/25/19 23:25,1,"2010 E Webster Pl, Milwaukee, WI 53211, USA",Oakland Gyros,,2/25/19 23:29,2/25/19 23:31,3,no,
2/25/19 23:27,1,Blaze Pizza,"2954 North Bremen Street, Milwaukee, Wisconsin 53212, United States",,2/25/19 23:32,2/25/19 23:33,4,no,
2/25/19 23:28,1,Blaze Pizza,"3228 North Bartlett Avenue, Milwaukee, Wisconsin 53211, United States",,2/25/19 23:33,2/25/19 23:35,5,no,
2/25/19 23:31,1,"2935 North Frederick Avenue, Milwaukee, Wisconsin 53211, United States","2836 N Oakland Ave, Milwaukee, WI 53211, USA",,2/25/19 23:35,2/25/19 23:36,3,no,
2/25/19 23:32,3,"3369 North Bartlett Avenue, Milwaukee, Wisconsin 53211, United States",Sandburg,,2/25/19 23:38,2/25/19 23:40,6,no,
2/25/19 23:32,1,Englemann,"2859 North Cramer Street, Milwaukee, Wisconsin 53211, United States",,2/25/19 23:35,2/25/19 23:38,2,no,
2/25/19 23:32,1,Englemann,"2520 North Stowell Avenue, Milwaukee, Wisconsin 53211, United States",,2/25/19 23:35,2/25/19 23:41,2,no,
2/25/19 23:34,1,Sandburg,"3238 North Oakland Avenue, Milwaukee, Wisconsin 53211, United States",,2/25/19 23:42,2/25/19 23:44,8,no,
2/25/19 23:36,1,"3024 North Cramer Street, Milwaukee, Wisconsin 53211, United States","3575 North Oakland Avenue, Milwaukee, Wisconsin 53211, United States",,2/25/19 23:39,2/25/19 23:41,3,no,
2/25/19 23:39,1,"2923 N Oakland Ave, Milwaukee, WI 53211, USA","2545 North Frederick Avenue, Milwaukee, Wisconsin 53211, United States",,2/25/19 23:42,2/25/19 23:45,3,no,
2/25/19 23:40,5,Sandburg,"2969 North Maryland Avenue, Milwaukee, Wisconsin 53211, United States",2/25/19 23:40,,,,yes,I'm not ready to go
2/25/19 23:42,1,"930 E Wright St, Milwaukee, WI 53212, USA","2853 N Booth St, Milwaukee, WI 53212, USA",,2/25/19 23:48,2/25/19 23:51,5,no,
2/25/19 23:42,1,"2822 North 1st Street, Milwaukee, Wisconsin 53212, United States",Cambridge Commons,,2/25/19 23:52,2/25/19 23:57,9,no,
2/25/19 23:43,5,Sandburg,"2969 North Maryland Avenue, Milwaukee, Wisconsin 53211, United States",,2/25/19 23:51,2/25/19 23:53,8,no,
2/25/19 23:43,3,"3037 North Downer Avenue, Milwaukee, Wisconsin 53211, United States","3400 North Maryland Avenue, Milwaukee, Wisconsin 53211, United States",2/25/19 23:43,,,,yes,I'm not ready to go
2/25/19 23:45,1,"3042 North Frederick Avenue, Milwaukee, Wisconsin 53211, United States","UWM Sandburg Hall, 3400 N Maryland Ave, Milwaukee, Wisconsin, United States, 53211",,2/25/19 23:48,2/25/19 23:50,3,no,
2/25/19 23:45,2,"2222 N Farwell Ave, Milwaukee, WI 53202, USA","2727 N Maryland Ave, Milwaukee, WI 53211, USA",,2/25/19 23:47,2/25/19 23:50,2,no,
2/25/19 23:46,1,Lubar,"2925 North Maryland Avenue, Milwaukee, Wisconsin 53211, United States",,2/25/19 23:49,2/25/19 23:50,2,no,
2/25/19 23:48,1,Union North,"4481 North Newhall Street, Milwaukee, Wisconsin 53211, United States",,2/25/19 23:51,2/25/19 23:56,2,no,
2/25/19 23:49,1,NWQ,"3554 North Prospect Avenue, Milwaukee, Wisconsin 53211, United States",2/25/19 23:57,,,,no,No show
2/25/19 23:49,1,Union South,Kenilworth,,2/25/19 23:51,2/25/19 23:54,1,no,
2/25/19 23:52,1,Arch Court,"2759 North Bremen Street, Milwaukee, Wisconsin 53212, United States",,2/25/19 23:55,2/26/19 0:01,3,no,
2/25/19 23:53,1,Cambridge Commons,"3208 North Oakland Avenue, Milwaukee, Wisconsin 53211, United States",,2/25/19 23:57,2/26/19 0:02,4,no,
2/25/19 23:56,1,"2904 North Newhall Street, Milwaukee, Wisconsin 53211, United States","3336 North Oakland Avenue, Milwaukee, Wisconsin 53211, United States",2/25/19 23:56,,,,yes,I'm not ready to go
2/25/19 23:57,1,NWQ,"3554 North Prospect Avenue, Milwaukee, Wisconsin 53211, United States",,2/26/19 0:02,2/26/19 0:04,4,no,
2/25/19 23:58,1,Library,"3302 North Oakland Avenue, Milwaukee, Wisconsin 53211, United States",,2/26/19 0:01,2/26/19 0:03,3,no,
2/26/19 0:01,1,Library,"1614 East Royall Place, Milwaukee, Wisconsin 53202, United States",,2/26/19 0:05,2/26/19 0:10,3,no,
2/26/19 0:01,1,NWQ,"2616 North Frederick Avenue, Milwaukee, Wisconsin 53211, United States",,2/26/19 0:06,2/26/19 0:08,4,no,
2/26/19 0:02,1,Cambridge Commons,"2822 North 1st Street, Milwaukee, Wisconsin 53212, United States",,2/26/19 0:08,2/26/19 0:14,6,no,
2/26/19 0:02,1,"1614 E North Ave, Milwaukee, WI 53202, USA","2002 East Newberry Boulevard, Milwaukee, Wisconsin 53211, United States",,2/26/19 0:05,2/26/19 0:08,3,no,
2/26/19 0:04,1,Kenilworth,"3950 North Farwell Avenue, Milwaukee, Wisconsin 53211, United States",,2/26/19 0:10,2/26/19 0:16,6,no,
2/26/19 0:04,1,Library,"2620 North Weil Street, Milwaukee, Wisconsin 53212, United States",,2/26/19 0:10,2/26/19 0:17,5,no,
2/26/19 0:05,1,"3396 North Cramer Street, Milwaukee, Wisconsin 53211, United States","3022 North Frederick Avenue, Milwaukee, Wisconsin 53211, United States",,2/26/19 0:12,2/26/19 0:14,6,no,
2/26/19 0:05,1,Cambridge Commons,"3435 North Maryland Avenue, Milwaukee, Wisconsin 53211, United States",,2/26/19 0:09,2/26/19 0:19,3,no,
2/26/19 0:06,1,Library,"2842 North Downer Avenue, Milwaukee, Wisconsin 53211, United States",,2/26/19 0:09,2/26/19 0:12,3,no,
2/26/19 0:10,1,Library,"3245 North Oakland Avenue, Milwaukee, Wisconsin 53211, United States",,2/26/19 0:13,2/26/19 0:15,3,no,
2/26/19 0:10,1,NWQ,"3939 North Murray Avenue, Milwaukee, Wisconsin 53211, United States",,2/26/19 0:14,2/26/19 0:17,3,no,
2/26/19 0:12,1,"2933 North Maryland Avenue, Milwaukee, Wisconsin 53211, United States",Sandburg,,2/26/19 0:21,2/26/19 0:22,8,no,
2/26/19 0:12,1,Lapham,"2535 North Prospect Avenue, Milwaukee, Wisconsin 53211, United States",,2/26/19 0:18,2/26/19 0:22,6,no,
2/26/19 0:13,1,"2915 North Farwell Avenue, Milwaukee, Wisconsin 53211, United States","2933 North Murray Avenue, Milwaukee, Wisconsin 53211, United States",,2/26/19 0:18,2/26/19 0:19,4,no,
2/26/19 0:13,1,"2611 North Maryland Avenue, Milwaukee, Wisconsin 53211, United States",Sandburg,,2/26/19 0:17,2/26/19 0:22,4,no,
2/26/19 0:19,1,"2600 North Downer Avenue, Milwaukee, Wisconsin 53211, United States","3484 North Downer Avenue, Milwaukee, Wisconsin 53211, United States",2/26/19 0:28,,,,no,No show
2/26/19 0:22,1,Sandburg,"3552 North Oakland Avenue, Milwaukee, Wisconsin 53211, United States",,2/26/19 0:23,2/26/19 0:25,1,no,
2/26/19 0:27,1,Arch Court,"1916 North Warren Avenue, Milwaukee, Wisconsin 53202, United States",2/26/19 0:29,,,,yes,Wait time is too long
2/26/19 0:29,1,Arch Court,"1916 North Warren Avenue, Milwaukee, Wisconsin 53202, United States",,2/26/19 0:32,2/26/19 0:38,3,no,
2/26/19 0:29,1,"3369 North Bartlett Avenue, Milwaukee, Wisconsin 53211, United States",Sandburg,,2/26/19 0:34,2/26/19 0:37,5,no,
2/26/19 0:31,1,"2466 North Oakland Avenue, Milwaukee, Wisconsin 53211, United States","2544 North Frederick Avenue, Milwaukee, Wisconsin 53211, United States",,2/26/19 0:36,2/26/19 0:38,4,no,
2/26/19 0:34,1,"2904 North Newhall Street, Milwaukee, Wisconsin 53211, United States","3336 North Oakland Avenue, Milwaukee, Wisconsin 53211, United States",,2/26/19 0:40,2/26/19 0:42,5,no,
2/26/19 0:34,1,"2904 North Newhall Street, Milwaukee, Wisconsin 53211, United States","1824 East Park Place, Milwaukee, Wisconsin 53211, United States",,2/26/19 0:40,2/26/19 0:41,5,no,
2/26/19 0:35,2,Library,Upark,,2/26/19 0:40,2/26/19 0:47,4,no,
2/26/19 0:36,1,"3036 North Frederick Avenue, Milwaukee, Wisconsin 53211, United States","UWM Cambridge Commons, 2323 N Cambridge Ave, Milwaukee, Wisconsin, United States, 53202",,2/26/19 0:41,2/26/19 0:45,4,no,
2/26/19 0:38,1,"2565 North Murray Avenue, Milwaukee, Wisconsin 53211, United States","2970 North Murray Avenue, Milwaukee, Wisconsin 53211, United States",,2/26/19 0:43,2/26/19 0:45,4,no,
2/26/19 0:43,2,Library,"2568 North Cramer Street, Milwaukee, Wisconsin 53211, United States",,2/26/19 0:47,2/26/19 0:52,4,no,
2/26/19 0:44,1,"2505 North Frederick Avenue, Milwaukee, Wisconsin 53211, United States","2925 North Murray Avenue, Milwaukee, Wisconsin 53211, United States",,2/26/19 0:49,2/26/19 0:52,5,no,
2/26/19 0:48,1,Library,"1824 East Park Place, Milwaukee, Wisconsin 53211, United States",,2/26/19 0:52,2/26/19 0:54,3,no,
2/26/19 0:53,1,Library,"3161 North Booth Street, Milwaukee, Wisconsin 53212, United States",,2/26/19 1:02,2/26/19 1:07,9,no,
2/26/19 0:53,2,Club Brady,"2605 North Prospect Avenue, Milwaukee, Wisconsin 53211, United States",,2/26/19 1:02,2/26/19 1:07,9,no,
2/26/19 0:58,5,"2969 North Maryland Avenue, Milwaukee, Wisconsin 53211, United States",Sandburg,,2/26/19 1:02,2/26/19 1:05,4,no,
2/26/19 1:00,1,Sandburg,"1916 North Warren Avenue, Milwaukee, Wisconsin 53202, United States",,2/26/19 1:04,2/26/19 1:11,4,no,
2/26/19 1:01,1,Arch Court,"2904 North Newhall Street, Milwaukee, Wisconsin 53211, United States",,2/26/19 1:04,2/26/19 1:06,3,no,
2/26/19 1:02,1,Library,"3948 North Murray Avenue, Milwaukee, Wisconsin 53211, United States",,2/26/19 1:05,2/26/19 1:09,3,no,
2/26/19 1:03,1,EMS Parking,USR Parking,2/26/19 1:03,,,,yes,I'm not ready to go
2/26/19 1:03,1,"2332 N Farwell Ave, Milwaukee, WI 53211, USA","1706 N Prospect Ave, Milwaukee, WI 53202, USA",,2/26/19 1:17,2/26/19 1:21,13,no,
2/26/19 1:04,1,Riverview,Arch Court,,2/26/19 1:11,2/26/19 1:17,7,no,
2/26/19 1:04,1,"2971 North Maryland Avenue, Milwaukee, Wisconsin 53211, United States","2953 North Downer Avenue, Milwaukee, Wisconsin 53211, United States",,2/26/19 1:08,2/26/19 1:09,3,no,
2/26/19 1:05,1,"2852 N Oakland Ave, Milwaukee, WI 53211, USA","2935 N Maryland Ave, Milwaukee, WI 53211, USA",,2/26/19 1:09,2/26/19 1:11,4,no,
2/26/19 1:05,2,"2545 North Frederick Avenue, Milwaukee, Wisconsin 53211, United States","3975 North Cramer Street, Milwaukee, Wisconsin 53211, United States",2/26/19 1:07,,,,yes,I'm not ready to go
2/26/19 1:06,2,"3037 North Downer Avenue, Milwaukee, Wisconsin 53211, United States","3400 North Maryland Avenue, Milwaukee, Wisconsin 53211, United States",,2/26/19 1:11,2/26/19 1:13,4,no,
2/26/19 1:06,1,"4510 North Oakland Avenue, Milwaukee, Wisconsin 53211, United States",Cambridge Commons,,2/26/19 1:14,2/26/19 1:22,7,no,
2/26/19 1:07,1,"3374 North Newhall Street, Milwaukee, Wisconsin 53211, United States","2555 North Humboldt Boulevard, Milwaukee, Wisconsin 53212, United States",2/26/19 1:16,,,,no,No show
2/26/19 1:07,3,"2545 North Frederick Avenue, Milwaukee, Wisconsin 53211, United States","3975 North Cramer Street, Milwaukee, Wisconsin 53211, United States",,2/26/19 1:18,2/26/19 1:23,10,no,
2/26/19 1:15,1,Union South,"2866 North Murray Avenue, Milwaukee, Wisconsin 53211, United States",,2/26/19 1:16,2/26/19 1:18,1,no,
2/26/19 1:15,1,Library,"721 East Center Street, Milwaukee, Wisconsin 53212, United States",,2/26/19 1:18,2/26/19 1:25,3,no,
2/26/19 1:17,1,Arch Court,"2632 North Prospect Avenue, Milwaukee, Wisconsin 53211, United States",,2/26/19 1:20,2/26/19 1:23,3,no,
2/26/19 1:19,1,Library,"3284 North Shepard Avenue, Milwaukee, Wisconsin 53211, United States",2/26/19 1:19,,,,yes,I'm not ready to go
2/26/19 1:19,1,"3374 North Newhall Street, Milwaukee, Wisconsin 53211, United States","2555 North Humboldt Boulevard, Milwaukee, Wisconsin 53212, United States",,2/26/19 1:22,2/26/19 1:30,3,no,
2/26/19 1:20,1,Sandburg,Cambridge Commons,,2/26/19 1:27,2/26/19 1:32,6,no,
2/26/19 1:22,1,Arch Court,"2408 East Park Place, Milwaukee, Wisconsin 53211, United States",,2/26/19 1:28,2/26/19 1:32,5,no,
2/26/19 1:22,1,Riverview,Sandburg,,2/26/19 1:25,2/26/19 1:30,3,no,
2/26/19 1:24,1,Library,"621 East Locust Street, Milwaukee, Wisconsin 53212, United States",,2/26/19 1:44,2/26/19 1:51,19,no,
2/26/19 1:26,1,Library,Yo Factory,,2/26/19 1:29,2/26/19 1:34,3,no,
2/26/19 1:26,1,Arch Court,"1824 E Park Pl, Milwaukee, WI 53211, USA",,2/26/19 1:28,2/26/19 1:34,2,no,
2/26/19 1:28,1,"3558 North Cramer Street, Milwaukee, Wisconsin 53211, United States",Sandburg,,2/26/19 1:33,2/26/19 1:35,4,no,
2/26/19 1:30,1,Library,"3284 North Shepard Avenue, Milwaukee, Wisconsin 53211, United States",,2/26/19 1:36,2/26/19 1:37,5,no,
2/26/19 1:40,1,"1824 E Park Pl, Milwaukee, WI 53211, USA",Arch Court,,2/26/19 1:46,2/26/19 1:49,5,no,
2/26/19 1:43,1,Library,"2867 North Cramer Street, Milwaukee, Wisconsin 53211, United States",,2/26/19 1:46,2/26/19 1:49,3,no,
2/26/19 1:43,1,Library,"2433 North Cramer Street, Milwaukee, Wisconsin 53211, United States",,2/26/19 1:49,2/26/19 1:57,6,no,
2/26/19 1:46,1,Library,"2412 East Belleview Place, Milwaukee, Wisconsin 53211, United States",,2/26/19 1:50,2/26/19 1:53,3,no,
2/26/19 1:46,1,Music Building Parking,"2959 N Humboldt Boulevard, Milwaukee, Wisconsin 53212, United States",,2/26/19 1:49,2/26/19 1:55,2,no,
2/26/19 1:47,1,Library,"2318 East Beverly Road, Milwaukee, Wisconsin 53211, United States",,2/26/19 1:51,2/26/19 1:54,4,no,
2/26/19 1:47,1,Arch Court,"4129 North Bartlett Avenue, Milwaukee, Wisconsin 53211, United States",,2/26/19 1:51,2/26/19 1:55,3,no,
2/26/19 1:48,1,Zelazo Parking,"2211 North Cambridge Avenue, Milwaukee, Wisconsin 53202, United States",,2/26/19 1:51,2/26/19 1:58,3,no,
2/26/19 1:48,1,Cambridge Commons,Sandburg,,2/26/19 1:59,2/26/19 2:05,10,no,
